year,session,code,unit,max_mark,a*,a,b,c,d,e,u
2019,Jan,WGN03,Understanding and Spoken Response,40,36,33,28,24,20,16,0
2019,Jan,WGN04,"Research, Understanding and Written Response",90,74,66,58,50,42,34,0
2019,Jan,WHI01,"A - France in Revolution, 1774-99",50,,39,34,29,25,21,0
2019,Jan,WHI01,"B - Russia in Revolution, 1881-1917",50,,39,34,29,25,21,0
2019,Jan,WHI01,"C - Germany, 1918-45",50,,39,34,29,24,19,0
2019,Jan,WHI01,"D - Britain, 1964-90",50,,39,34,29,25,21,0
2019,Jan,WHI02,"A - India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2019,Jan,WHI02,"B - China, 1900-76",50,,34,31,28,25,22,0
2019,Jan,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2019,Jan,WHI02,"D - South Africa, 1948-2014",50,,34,31,28,25,22,0
2019,Jan,WHI03,"A - The USA, Independence to Civil War, 1775–1865",50,38,34,30,27,24,21,0
2019,Jan,WHI03,"B - The British Experience of Warfare, 1803–1945",50,38,34,30,27,24,21,0
2019,Jan,WHI03,"C - Germany: United, Divided and Reunited, 1870–1990",50,38,34,30,27,24,21,0
2019,Jan,WHI03,"D - Civil Rights and Race Relations in the USA, 1865–2009",50,38,34,30,27,24,21,0
2019,Jan,WHI04,"B - The World in Crisis, 1879–1945",50,38,34,30,27,24,21,0
2019,Jan,WHI04,"C - The World Divided: Superpower Relations, 1943–90",50,38,34,30,27,24,21,0
2019,Jan,WMA01,Core Mathematics C12,125,,98,85,72,60,48,0
2019,Jan,WMA02,Core Mathematics C34,125,107,95,83,71,60,49,0
2019,Jan,WMA11,Pure Mathematics 1,75,,55,47,39,32,25,0
2019,Jan,WME01,Mechanics M1,75,,60,53,46,39,33,0
2019,Jan,WME02,Mechanics M2,75,68,62,55,48,41,35,0
2019,Jan,WME03,Mechanics M3,75,71,67,60,53,46,39,0
2019,Jan,WPH01,Physics On The Go,80,,55,51,48,45,42,0
2019,Jan,WPH02,Physics At Work,80,,50,44,39,34,29,0
2019,Jan,WPH03,Exploring Physics,40,,27,24,21,18,15,0
2019,Jan,WPH04,Physics On The Move,80,59,54,49,44,40,36,0
2019,Jan,WPH05,Physics from Creation to Collapse,80,63,58,53,48,44,40,0
2019,Jan,WPH06,Experimental Physics,40,33,29,25,22,19,16,0
2019,Jan,WPH11,Mechanics and Materials,80,,43,39,35,31,27,0
2019,Jan,WPS01,Social and cognitive psychology,64,,34,30,26,22,19,0
2019,Jan,WPS02,"Biological psychology, learning theories and",96,,49,42,35,29,23,0
2019,Jan,WPS03,Applications of Psychology,64,41,36,31,27,23,19,0
2019,Jan,WPS04,Clinical Psychology and Psychological Skills,96,55,48,41,34,27,21,0
2019,Jan,WSP01,Spoken Expression and Response,40,,32,28,24,21,18,0
2019,Jan,WSP02,Understanding and Written Response,90,,72,64,56,48,40,0
2019,Jan,WSP03,Understanding and Spoken Response,40,36,32,28,25,22,19,0
2019,Jan,WSP04,"Research, Understanding and Written Response",90,81,72,63,54,46,38,0
2019,Jan,WST01,Statistics S1,75,,58,50,42,35,28,0
2019,Jan,WST02,Statistics S2,75,67,59,51,43,35,27,0
2018,Oct,WAC11,The accounting system and costing,200,,132,117,102,87,72,0
2018,Oct,WAC12,Corporate and management accounting,200,161,144,127,110,94,78,0
2018,Oct,WBI01,"Lifestyle, transport, genes and health",80,,62,56,50,44,39,0
2018,Oct,WBI02,"Development, plants and the environment",80,,51,47,43,40,37,0
2018,Oct,WBI03,Practical biology and research skills,40,,33,30,27,24,22,0
2018,Oct,WBI04,The natural environment and species survival,90,57,52,47,43,39,35,0
2018,Oct,WBI05,"Energy, exercise and coordination",90,69,62,55,49,43,37,0
2018,Oct,WBI06,Practical biology and investigative skills,50,44,40,36,32,28,25,0
2018,Oct,WBS01,Business Enterprise,80,,55,50,45,40,35,0
2018,Oct,WBS02,Business structures and processes,80,,51,47,43,39,35,0
2018,Oct,WBS03,Strategic business decisions,80,65,59,53,48,43,38,0
2018,Oct,WBS04,Business in a global context,80,65,59,53,47,42,37,0
2018,Oct,WCH01,Core principles of chemistry,80,,59,53,47,41,35,0
2018,Oct,WCH02,Application of core principles of chemistry,80,,61,54,48,42,36,0
2018,Oct,WCH03,Chemistry laboratory skills I,50,,29,26,23,20,17,0
2018,Oct,WCH04,"General principles of chemistry I: Rates, equilibria and",90,76,71,66,61,56,51,0
2018,Oct,WCH05,General principles of chemirty II: Transition metals,90,65,59,53,47,41,36,0
2018,Oct,WCH06,Chemistry laboratory skills II,50,28,25,22,19,17,15,0
2018,Oct,WEC01,Markets In Action,80,,62,54,46,39,32,0
2018,Oct,WEC02,Macroeconomic performance and policy,80,,54,49,44,39,34,0
2018,Oct,WEC03,Business behaviour,80,57,52,47,42,37,33,0
2018,Oct,WEC04,Developments in the global economy,80,66,61,56,51,46,41,0
2018,Oct,WHI01,"A - France in revolution, 1774-1779",50,,39,34,29,25,21,0
2018,Oct,WHI02,"C - Russia, 1917-1991: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2018,Oct,WHI03,"C - Germany: United, divided and reunited, 1870-1990",50,38,34,30,27,24,21,0
2018,Oct,WHI04,"C - The world divided: Superpower relations, 1943-1990",50,38,34,30,27,24,21,0
2018,Oct,WMA01,Core Mathematics C12,125,,106,93,80,68,56,0
2018,Oct,WMA02,Core Mathematics C34,125,114,104,91,78,66,54,0
2018,Oct,WME01,Mechanics M1,75,,62,54,46,39,32,0
2018,Oct,WME02,Mechanics M2,75,64,57,50,43,36,30,0
2018,Oct,WPH01,Physics on the go,80,,46,42,38,34,31,0
2018,Oct,WPH02,Physics at work,80,,49,44,39,34,29,0
2018,Oct,WPH03,Exploring physics,40,,31,28,25,22,20,0
2018,Oct,WPH04,Physics on the move,80,60,54,48,42,37,32,0
2018,Oct,WPH05,Physics from creation to collapse,80,66,61,56,51,46,41,0
2018,Oct,WPH06,Experimental physics,40,33,29,25,22,19,16,0
2018,Oct,WPS01,Social and cognitive psychology,64,,32,29,26,23,20,0
2018,Oct,WPS02,"Biological psychology, learning theories and",96,,49,42,35,29,23,0
2018,Oct,WPS03,Applications of psychology,64,39,35,31,27,23,19,0
2018,Oct,WPS04,Clinical psychology and psychological skills,96,55,48,41,34,27,21,0
2018,Oct,WST01,Statistics S1,72,,54,46,38,31,24,0
2018,Oct,WST02,Statistics S2,75,68,61,53,46,39,32,0
2018,Oct,YLA1,English Legal System,200,103,94,85,77,69,61,0
2018,Jun,WAA01,Understanding and Written Response,80,,56,48,40,33,26,0
2018,Jun,WAA02,"Research, Writing and Research",80,62,54,46,39,32,25,0
2018,Jun,WAC11,Unit 1: The Accounting System and Costing,200,,133,114,96,78,60,0
2018,Jun,WAC12,Unit 2: Corporate and Management Accounting,200,174,156,138,120,103,86,0
2018,Jun,WBI01,"Lifestyle, Transport, Genes and Health",80,,54,48,43,38,33,0
2018,Jun,WBI02,"Development, Plants and the Environment",80,,56,52,49,46,43,0
2018,Jun,WBI03,Practical Biology and Research Skills,40,,36,33,30,27,24,0
2018,Jun,WBI04,The Natural Environment and Species Survival,90,56,53,50,47,44,42,0
2018,Jun,WBI05,"Energy, Exercise and Coordination",90,62,58,54,50,47,44,0
2018,Jun,WBI06,Practical Biology and Investigative Skills,50,44,41,38,35,32,29,0
2018,Jun,WBS01,Business Enterprise,80,,58,53,48,43,39,0
2018,Jun,WBS02,Business Structures and Processes,80,,53,48,44,40,36,0
2018,Jun,WBS03,Strategic Business Decisions,80,65,59,53,48,43,38,0
2018,Jun,WBS04,Business in a Global Context,80,65,59,53,47,41,36,0
2018,Jun,WCH01,Core Principles Of Chemistry,80,,59,53,47,41,35,0
2018,Jun,WCH02,Application of Core Principles of Chemistry,80,,64,57,50,43,37,0
2018,Jun,WCH03,Chemistry Laboratory Skills I,50,,38,34,30,26,22,0
2018,Jun,WCH04,"General Principles Of Chemistry I: Rates,",90,73,67,61,56,51,46,0
2018,Jun,WCH05,General Principles Of Chemistry II – Transition,90,78,71,64,58,52,46,0
2018,Jun,WCH06,Chemistry Laboratory Skills II,50,38,35,32,29,26,23,0
2018,Jun,WDM01,Decision Mathematics D1,75,,57,51,46,41,36,0
2018,Jun,WEC01,Markets in Action,80,,57,52,47,42,38,0
2018,Jun,WEC02,Macroeconomic Performance and Policy,80,,56,51,46,42,38,0
2018,Jun,WEC03,Business Behavior,80,58,52,46,40,35,30,0
2018,Jun,WEC04,Developments in the Global Economy,80,66,60,54,49,44,39,0
2018,Jun,WEN01,Language: Context and Identity,50,,36,31,26,21,16,0
2018,Jun,WEN02,Language in Transition,50,,36,31,26,21,16,0
2018,Jun,WEN03,Crafting Language (Writing),50,39,34,29,24,19,14,0
2018,Jun,WEN04,Investigating Language,50,42,36,30,25,20,15,0
2018,Jun,WET01,Post-2000 Poetry and Prose,50,,38,34,30,27,24,0
2018,Jun,WET02,Drama,50,,33,29,25,22,19,0
2018,Jun,WET03,Poetry and Prose,50,42,37,32,27,22,18,0
2018,Jun,WET04,Shakespeare and Pre-1900 Poetry,50,41,37,33,29,25,21,0
2018,Jun,WFM01,Further Pure Mathematics F1,75,,64,57,50,44,38,0
2018,Jun,WFM02,Further Pure Mathematics F2,75,71,68,61,54,47,41,0
2018,Jun,WFM03,Further Pure Mathematics F3,75,67,59,51,44,37,30,0
2018,Jun,WFR01,Spoken Expression and Response,40,,32,27,23,19,15,0
2018,Jun,WFR02,Understanding and Written Response,90,,67,61,55,49,44,0
2018,Jun,WFR03,Understanding and Spoken Response,40,37,34,29,24,20,16,0
2018,Jun,WFR04,"Research, Understanding and Written Response",90,81,72,63,54,45,36,0
2018,Jun,WGE01,Global Challenges,90,,60,56,52,48,45,0
2018,Jun,WGE02,Geographical Investigations,60,,47,44,41,38,35,0
2018,Jun,WGE03,Contested Planet,90,70,64,58,52,46,40,0
2018,Jun,WGE04,Researching Geography,60,54,48,42,36,30,24,0
2018,Jun,WGK01,Understanding and Written Response,80,,60,52,44,36,29,0
2018,Jun,WGK02,Writing and Research,80,69,61,53,45,38,31,0
2018,Jun,WGN01,Spoken Expression and Response,40,,32,28,24,20,17,0
2018,Jun,WGN02,Understanding and Written Response,90,,64,56,48,40,33,0
2018,Jun,WGN03,Understanding and Spoken Response,40,36,33,28,24,20,16,0
2018,Jun,WGN04,"Research, Understanding and Written Response",90,74,66,58,50,42,34,0
2018,Jun,WHI01,"A - France in Revolution, 1774-99",50,,39,34,29,25,21,0
2018,Jun,WHI01,"B - Russia in Revolution, 1881-1917",50,,39,34,29,25,21,0
2018,Jun,WHI01,"C - Germany, 1918-45",50,,39,34,29,25,21,0
2018,Jun,WHI01,"D - Britain, 1964-90",50,,39,34,29,25,21,0
2018,Jun,WHI02,"A - India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2018,Jun,WHI02,"B - China, 1900-76",50,,34,31,28,25,22,0
2018,Jun,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2018,Jun,WHI02,"D - South Africa, 1948-2014",50,,34,31,28,25,22,0
2018,Jun,WHI03,"A - The USA, Independence to Civil War,",50,38,34,30,27,24,21,0
2018,Jun,WHI03,"B - The British Experience of Warfare, 1803–1945",50,38,34,30,27,24,21,0
2018,Jun,WHI03,"C - Germany: United, Divided and Reunited,",50,38,34,30,27,24,21,0
2018,Jun,WHI03,"D - Civil Rights and Race Relations in the USA,",50,38,34,30,27,24,21,0
2018,Jun,WHI04,"A - The Making of Modern Europe, 1805–71",50,38,34,30,27,24,21,0
2018,Jun,WHI04,"B - The World in Crisis, 1879–1945",50,38,34,30,27,24,21,0
2018,Jun,WHI04,"C - The World Divided: Superpower Relations,",50,38,34,30,27,24,21,0
2018,Jun,WHI04,"D - The Cold War and Hot War in Asia, 1945–90",50,38,34,30,27,24,21,0
2018,Jun,WIT01,The Information Age,60,,52,47,42,37,33,0
2018,Jun,WIT02,The Digital Economy,60,,51,46,41,37,33,0
2018,Jun,WIT03,The Knowledge Worker,90,,66,59,53,47,41,0
2018,Jun,WIT04,Using Database Software,90,77,69,61,54,47,40,0
2018,Jun,WIT05,Managing ICT Projects,60,56,53,48,43,38,33,0
2018,Jun,WIT06,Using Multimedia Software,60,56,53,48,43,38,33,0
2018,Jun,WIT07,Using Spreadsheet Software,60,54,48,42,37,32,27,0
2018,Jun,WIT08,Customising Applications,60,52,46,40,35,30,25,0
2018,Jun,WMA01,Core Mathematics C12,125,,105,92,79,67,55,0
2018,Jun,WMA02,Core Mathematics C34,125,112,100,88,76,64,53,0
2018,Jun,WME01,Mechanics M1,75,,64,58,52,46,40,0
2018,Jun,WME02,Mechanics M2,75,65,59,53,47,41,36,0
2018,Jun,WME03,Mechanics M3,75,69,64,57,50,43,37,0
2018,Jun,WPH01,Physics On The Go,80,,50,46,42,38,35,0
2018,Jun,WPH02,Physics At Work,80,,51,46,41,36,31,0
2018,Jun,WPH03,Exploring Physics,40,,30,27,24,21,18,0
2018,Jun,WPH04,Physics On The Move,80,64,58,52,47,42,37,0
2018,Jun,WPH05,Physics from Creation to Collapse,80,56,53,50,47,44,41,0
2018,Jun,WPH06,Experimental Physics,40,36,33,29,25,21,18,0
2018,Jun,WPS01,Social and cognitive psychology,64,,32,29,26,23,20,0
2018,Jun,WPS02,"Biological psychology, learning theories and",96,,49,42,35,29,23,0
2018,Jun,WPS03,Applications of Psychology,64,39,35,31,27,23,19,0
2018,Jun,WPS04,Clinical Psychology and Psychological Skills,96,55,48,41,34,27,21,0
2018,Jun,WSP01,Spoken Expression and Response,40,,31,27,23,19,16,0
2018,Jun,WSP02,Understanding and Written Response,90,,72,63,54,45,37,0
2018,Jun,WSP03,Understanding and Spoken Response,40,30,27,24,22,20,18,0
2018,Jun,WSP04,"Research, Understanding and Written Response",90,81,72,63,54,46,38,0
2018,Jun,WST01,Statistics S1,75,,61,53,45,37,30,0
2018,Jun,WST02,Statistics S2,75,68,61,53,45,37,29,0
2018,Jun,WST03,Statistics S3,75,67,60,53,46,40,34,0
2018,Jun,YLA1,International A level Law,200,107,98,89,80,71,62,0
2017,Oct,WAC11,Unit 1: The Accounting System and Costing,200,,138,122,106,90,75,0
2017,Oct,WAC12,Unit 2: Corporate and Management,200,153,136,119,102,86,70,0
2017,Oct,WBI01,"Lifestyle, Transport, Genes and Health",80,,57,51,45,39,34,0
2017,Oct,WBI02,"Development, Plants and the Environment",80,,56,52,48,44,40,0
2017,Oct,WBI03,Practical Biology and Research Skills,40,,30,26,22,19,16,0
2017,Oct,WBI04,The Natural Environment and Species,90,54,50,46,42,38,35,0
2017,Oct,WBI05,"Energy, Exercise and Coordination",90,64,57,50,44,38,32,0
2017,Oct,WBI06,Practical Biology and Investigative Skills,50,37,33,29,25,21,17,0
2017,Oct,WBS01,Business Enterprise,80,,55,50,45,40,35,0
2017,Oct,WBS02,Business Structures and Processes,80,,52,47,42,38,34,0
2017,Oct,WBS03,Strategic Business Decisions,80,63,58,53,48,43,38,0
2017,Oct,WBS04,Business in a Global Context,80,65,59,53,47,41,35,0
2017,Oct,WCH01,Core Principles Of Chemistry,80,,58,52,46,40,34,0
2017,Oct,WCH02,Application of Core Principles of Chemistry,80,,65,58,51,45,39,0
2017,Oct,WCH03,Chemistry Laboratory Skills I,50,,35,31,27,24,21,0
2017,Oct,WCH04,"General Principles Of Chemistry I: Rates,",90,69,63,57,52,47,42,0
2017,Oct,WCH05,General Principles Of Chemistry II –,90,63,57,51,45,40,35,0
2017,Oct,WCH06,Chemistry Laboratory Skills II,50,34,30,26,22,19,16,0
2017,Oct,WEC01,Markets in Action,80,,62,55,48,41,34,0
2017,Oct,WEC02,Macroeconomic Performance and Policy,80,,53,48,43,38,34,0
2017,Oct,WEC03,Business Behavior,80,57,51,45,40,35,30,0
2017,Oct,WEC04,Developments in the Global Economy,80,67,61,55,49,44,39,0
2017,Oct,WHI01,"A - France in Revolution, 1774-99",50,,39,34,29,25,21,0
2017,Oct,WHI02,"C - Russia, 1917–91: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2017,Oct,WHI03,"C - Germany: United, Divided and",50,38,34,30,27,24,21,0
2017,Oct,WHI04,C - The World Divided: Superpower,50,38,34,30,27,24,21,0
2017,Oct,WMA01,Core Mathematics C12,125,,105,93,82,71,60,0
2017,Oct,WMA02,Core Mathematics C34,125,112,100,87,74,62,50,0
2017,Oct,WME01,Mechanics M1,75,,62,54,46,39,32,0
2017,Oct,WME02,Mechanics M2,75,69,63,56,49,42,36,0
2017,Oct,WPH01,Physics On The Go,80,,51,47,44,41,38,0
2017,Oct,WPH02,Physics At Work,80,,48,42,37,32,27,0
2017,Oct,WPH03,Exploring Physics,40,,32,29,27,25,23,0
2017,Oct,WPH04,Physics On The Move,80,70,63,56,50,44,38,0
2017,Oct,WPH05,Physics from Creation to Collapse,80,61,56,51,46,41,36,0
2017,Oct,WPH06,Experimental Physics,40,33,30,27,24,21,18,0
2017,Oct,WPS01,Social and cognitive psychology,64,,35,31,27,24,21,0
2017,Oct,WPS02,"Biological psychology, learning theories and",96,,46,40,34,29,24,0
2017,Oct,WPS03,Applications of Psychology,64,41,36,31,27,23,19,0
2017,Oct,WPS04,Clinical Psychology and Psychological,96,53,46,39,32,26,20,0
2017,Oct,WST01,Statistics S1,75,,59,50,42,34,26,0
2017,Oct,WST02,Statistics S2,75,63,56,49,42,35,29,0
2017,Oct,YLA1,International A level Law,200,112,101,90,79,69,59,0
2017,Jun,WBI01,"Lifestyle, Transport, Genes and Health",80,,55,50,45,40,35,0
2017,Jun,WBI02,"Development, Plants and the Environment",80,,57,53,49,46,43,0
2017,Jun,WBI03,Practical Biology and Research Skills,40,,30,27,24,22,20,0
2017,Jun,WBI04,The Natural Environment and Species,90,59,55,51,47,44,41,0
2017,Jun,WBI05,"Energy, Exercise and Coordination",90,56,52,48,44,40,37,0
2017,Jun,WBI06,Practical Biology and Investigative Skills,50,47,44,40,36,32,28,0
2017,Jun,WBS01,Business Enterprise,80,,55,49,44,39,34,0
2017,Jun,WBS02,Business Structures and Processes,80,,52,47,43,39,35,0
2017,Jun,WBS03,Strategic Business Decisions,80,63,58,53,48,43,39,0
2017,Jun,WBS04,Business in a Global Context,80,65,59,53,47,42,37,0
2017,Jun,WCH01,Core Principles Of Chemistry,80,,61,54,47,40,34,0
2017,Jun,WCH02,Application of Core Principles of Chemistry,80,,63,57,51,45,39,0
2017,Jun,WCH03,Chemistry Laboratory Skills I,50,,37,33,30,27,24,0
2017,Jun,WCH04,"General Principles Of Chemistry I: Rates,",90,69,63,57,52,47,42,0
2017,Jun,WCH05,General Principles Of Chemistry II –,90,77,70,63,56,49,43,0
2017,Jun,WCH06,Chemistry Laboratory Skills II,50,36,33,30,27,24,21,0
2017,Jun,WCH07,Chemistry Practical Examination,50,41,37,33,29,25,21,0
2017,Jun,WDM01,Decision Mathematics D1,75,,58,52,46,41,36,0
2017,Jun,WEC01,Markets in Action,80,,60,54,49,44,39,0
2017,Jun,WEC02,Macroeconomic Performance and Policy,80,,58,53,48,44,40,0
2017,Jun,WEC03,Business Behavior,80,63,57,51,45,40,35,0
2017,Jun,WEC04,Developments in the Global Economy,80,61,56,51,46,41,37,0
2017,Jun,WFM01,Further Pure Mathematics F1,75,,64,57,50,44,38,0
2017,Jun,WFM02,Further Pure Mathematics F2,75,69,63,56,49,42,35,0
2017,Jun,WFM03,Further Pure Mathematics F3,75,61,54,47,40,34,28,0
2017,Jun,WHI01,"A - France in Revolution, 1774-99",50,,39,34,29,25,21,0
2017,Jun,WHI01,"B - Russia in Revolution, 1881-1917",50,,39,34,29,25,21,0
2017,Jun,WHI01,"C - Germany, 1918-45",50,,39,34,29,25,21,0
2017,Jun,WHI01,"D - Britain, 1964-90",50,,39,34,29,25,21,0
2017,Jun,WHI02,"A - India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2017,Jun,WHI02,"B - China, 1900-76",50,,34,31,28,25,22,0
2017,Jun,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,33,30,27,24,21,0
2017,Jun,WHI02,"D - South Africa, 1948-2014, From",50,,34,31,28,25,22,0
2017,Jun,WHI03,"A - The USA, Independence to Civil War,",50,38,34,30,27,24,21,0
2017,Jun,WHI03,"B - The British Experience of Warfare,",50,38,34,30,27,24,21,0
2017,Jun,WHI03,"C - Germany: United, Divided and",50,38,34,30,27,24,21,0
2017,Jun,WHI03,D - Civil Rights and Race Relations in the,50,38,34,30,27,24,21,0
2017,Jun,WHI04,"A - The Making of Modern Europe,",50,38,34,30,27,24,21,0
2017,Jun,WHI04,"B - The World in Crisis, 1879–1945",50,38,34,30,27,24,21,0
2017,Jun,WHI04,C - The World Divided: Superpower,50,38,34,30,27,24,21,0
2017,Jun,WHI04,"D - The Cold War and Hot War in Asia,",50,38,34,30,27,24,21,0
2017,Jun,WMA01,Core Mathematics C12,125,,100,88,76,64,53,0
2017,Jun,WMA02,Core Mathematics C34,125,103,92,81,70,60,50,0
2017,Jun,WME01,Mechanics M1,75,,65,59,53,47,41,0
2017,Jun,WME02,Mechanics M2,75,68,62,56,50,44,38,0
2017,Jun,WME03,Mechanics M3,75,71,67,60,54,48,42,0
2017,Jun,WPH01,Physics On The Go,80,,52,48,44,40,36,0
2017,Jun,WPH02,Physics At Work,80,,52,46,41,36,31,0
2017,Jun,WPH03,Exploring Physics,40,,32,29,26,23,20,0
2017,Jun,WPH04,Physics On The Move,80,59,54,49,44,40,36,0
2017,Jun,WPH05,Physics from Creation to Collapse,80,63,59,55,52,49,46,0
2017,Jun,WPH06,Experimental Physics,40,35,32,29,26,23,20,0
2017,Jun,WPH07,Physics Practice Examination,40,35,32,29,26,23,21,0
2017,Jun,WST01,Statistics S1,75,,55,47,39,32,25,0
2017,Jun,WST02,Statistics S2,75,66,58,50,42,34,26,0
2017,Jun,WST03,Statistics S3,75,70,66,60,54,48,42,0
2017,Jun,YLA1,International A level Law,200,112,101,90,79,69,59,0
2016,Oct,WAC01,Unit 1: The Accounting System and,200,,143,126,109,93,77,0
2016,Oct,WAC02,Unit 2: Corporate and Management,200,165,148,131,114,97,80,0
2016,Oct,WAC11,Unit 1: The Accounting System and,200,,135,120,105,91,77,0
2016,Oct,WBI01,"Lifestyle, Transport, Genes and Health",80,,55,50,45,40,35,0
2016,Oct,WBI02,"Development, Plants and the Environment",80,,58,54,51,48,45,0
2016,Oct,WBI03,Practical Biology and Research Skills,40,,29,26,23,20,18,0
2016,Oct,WBS01,Business Enterprise,80,,55,49,43,38,33,0
2016,Oct,WBS02,Business Structures and Processes,80,,53,48,43,39,35,0
2016,Oct,WCH01,Core Principles Of Chemistry,80,,62,56,51,46,41,0
2016,Oct,WCH02,Application of Core Principles of Chemistry,80,,62,56,50,45,40,0
2016,Oct,WCH03,Chemistry Laboratory Skills I,50,,30,26,22,18,15,0
2016,Oct,WEC01,Markets in Action,80,,63,56,49,42,35,0
2016,Oct,WEC02,Macroeconomic Performance and Policy,80,,54,49,45,41,37,0
2016,Oct,WHI01,"France in Revolution, 1774-99",50,,39,34,29,25,21,0
2016,Oct,WMA01,Core Mathematics C12,125,,100,88,76,64,52,0
2016,Oct,WME01,Mechanics M1,75,,62,54,47,40,33,0
2016,Oct,WME02,Mechanics M2,75,68,62,54,47,40,33,0
2016,Oct,WPH01,Physics On The Go,80,,51,47,43,40,37,0
2016,Oct,WPH02,Physics At Work,80,,54,49,44,39,34,0
2016,Oct,WPH03,Exploring Physics,40,,34,31,28,25,23,0
2016,Oct,WPS01,Social and cognitive psychology,64,,35,31,27,23,19,0
2016,Oct,WPS02,"Biological psychology, learning theories",96,,55,48,41,34,28,0
2016,Oct,WST01,Statistics S1,75,,59,52,45,38,31,0
2016,Oct,WST02,Statistics S2,75,68,61,54,47,40,33,0
2016,Oct,YLA0,International A level Law,100,62,56,50,45,40,35,0
2016,Jun,WAC01,Unit 1: The Accounting System and,200,,146,129,112,95,79,0
2016,Jun,WAC02,Unit 2: Corporate and Management,200,167,150,133,116,100,84,0
2016,Jun,WAC11,Unit 1: The Accounting System and,200,,143,127,111,95,79,0
2016,Jun,WBI01,"Lifestyle, Transport, Genes and Health",80,,62,57,52,47,43,0
2016,Jun,WBI02,"Development, Plants and the Environment",80,,59,55,51,48,45,0
2016,Jun,WBI03,Practical Biology and Research Skills,40,,34,31,28,26,24,0
2016,Jun,WBI04,The Natural Environment and Species,90,66,62,58,55,52,49,0
2016,Jun,WBI05,"Energy, Exercise and Coordination",90,68,63,58,53,49,45,0
2016,Jun,WBI06,Practical Biology and Investigative Skills,50,46,42,37,32,28,24,0
2016,Jun,WBS01,Business Enterprise,80,,55,49,44,39,34,0
2016,Jun,WBS02,Business Structures and Processes,80,,48,44,40,37,34,0
2016,Jun,WBS03,Strategic Business Decisions,80,62,57,52,47,43,39,0
2016,Jun,WBS04,Business in a Global Context,80,63,58,53,48,43,38,0
2016,Jun,WCH01,Core Principles Of Chemistry,80,,61,55,49,43,37,0
2016,Jun,WCH02,Application of Core Principles of Chemistry,80,,60,54,48,42,36,0
2016,Jun,WCH03,Chemistry Laboratory Skills I,50,,32,28,25,22,19,0
2016,Jun,WCH04,"General Principles Of Chemistry I: Rates,",90,76,71,66,61,57,53,0
2016,Jun,WCH05,General Principles Of Chemistry II –,90,79,72,65,58,52,46,0
2016,Jun,WCH06,Chemistry Laboratory Skills II,50,30,27,24,21,18,15,0
2016,Jun,WEC01,Markets in Action,80,,61,55,49,44,39,0
2016,Jun,WEC02,Macroeconomic Performance and Policy,80,,56,52,48,44,40,0
2016,Jun,WEC03,Business Behavior,80,61,55,49,43,38,33,0
2016,Jun,WEC04,Developments in the Global Economy,80,62,57,52,47,42,38,0
2016,Jun,WEN01,Language: Context and Identity,50,,37,31,26,21,16,0
2016,Jun,WEN02,Language in Transition,50,,37,32,27,22,18,0
2016,Jun,WET01,Post-2000 Poetry and Prose,50,,36,32,28,24,21,0
2016,Jun,WET02,Drama,50,,36,32,28,24,21,0
2016,Jun,WFM01,Further Pure Mathematics F1,75,,63,56,49,42,35,0
2016,Jun,WFM02,Further Pure Mathematics F2,75,69,64,58,52,47,42,0
2016,Jun,WFM03,Further Pure Mathematics F3,75,69,63,56,49,43,37,0
2016,Jun,WHI01,"AFrance in Revolution, 1774-99",50,,39,34,29,25,21,0
2016,Jun,WHI01,"BRussia in Revolution, 1881-1917",50,,37,33,29,25,22,0
2016,Jun,WHI01,"CGermany, 1918-45",50,,39,34,29,25,21,0
2016,Jun,WHI01,"DBritain, 1964-90",50,,39,34,30,26,22,0
2016,Jun,WHI02,"AIndia, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2016,Jun,WHI02,"BChina, 1900-76",50,,34,31,28,25,2,0
2016,Jun,WHI02,"CRussia, 1917-91: From Lenin to Yeltsin",50,,34,30,27,24,21,0
2016,Jun,WHI02,"DSouth Africa, 1948-2014, From Apartheid",50,,34,31,28,25,22,0
2016,Jun,WMA01,Core Mathematics C12,125,,96,83,71,59,47,0
2016,Jun,WMA02,Core Mathematics C34,125,108,96,84,72,60,49,0
2016,Jun,WME01,Mechanics M1,75,,56,50,45,40,35,0
2016,Jun,WME02,Mechanics M2,75,68,61,54,47,40,33,0
2016,Jun,WME03,Mechanics M3,75,70,65,58,51,44,38,0
2016,Jun,WPH01,Physics On The Go,80,,51,47,43,39,36,0
2016,Jun,WPH02,Physics At Work,80,,47,41,35,30,25,0
2016,Jun,WPH03,Exploring Physics,40,,32,29,26,23,20,0
2016,Jun,WPH04,Physics On The Move,80,60,55,50,45,40,36,0
2016,Jun,WPH05,Physics from Creation to Collapse,80,63,58,53,48,44,40,0
2016,Jun,WPH06,Experimental Physics,40,31,27,23,20,17,14,0
